wav_id,성별
5f4141e29dd513131eacee2f,female
5f4141f59dd513131eacee30,female
5f4142119dd513131eacee31,female
5f4142279dd513131eacee32,female
5f3c9ed98a3c1005aa97c4bd,female
5f3c9ef78a3c1005aa97c4be,female
5f3c9f658a3c1005aa97c4c7,female
5f3c9f808a3c1005aa97c4c8,female
5f3c9f9c8a3c1005aa97c4cb,female
5f3c9fcc8a3c1005aa97c4ce,female
5f3ca01b8a3c1005aa97c4d3,female
5f3ca06b8a3c1005aa97c4da,female
5f3ca09d8a3c1005aa97c4df,female
5f3ca4778a3c1005aa97c50d,female
5f3ca4a28a3c1005aa97c510,female
5f3ca4cf8a3c1005aa97c515,female
5f4142459dd513131eacee33,female
5f41426d9dd513131eacee35,female
5f4142819dd513131eacee36,female
5f41429f9dd513131eacee37,female
5f4142c09dd513131eacee38,female
5f4142e09dd513131eacee39,female
5f4143a89dd513131eacee3b,female
5f4143c09dd513131eacee3c,female
5f4143e09dd513131eacee3d,female
5f4143fa9dd513131eacee3e,female
5f4144189dd513131eacee3f,female
5f41443c9dd513131eacee41,female
5f4144529dd513131eacee42,female
5f41446c9dd513131eacee43,female
5f4144ad9dd513131eacee45,female
5f4144c69dd513131eacee46,female
5f4144f69dd513131eacee48,female
5f41450c9dd513131eacee49,female
5f4145279dd513131eacee4a,female
5f4145429dd513131eacee4b,female
5f41455d9dd513131eacee4c,female
5f4145859dd513131eacee4e,female
5f4145989dd513131eacee4f,female
5f4145b89dd513131eacee50,female
5f4145f69dd513131eacee52,female
5f41461a9dd513131eacee53,female
5f41463e9dd513131eacee55,female
5f4146589dd513131eacee56,female
5f41467a9dd513131eacee57,female
5f41469c9dd513131eacee58,female
5f4146b99dd513131eacee59,female
5f4146db9dd513131eacee5b,female
5f4146f39dd513131eacee5c,female
5f4147089dd513131eacee5d,female
5f4147209dd513131eacee5e,female
5f41473b9dd513131eacee5f,female
5f4147619dd513131eacee61,female
5f4147779dd513131eacee62,female
5f4147969dd513131eacee63,female
5f4147ae9dd513131eacee64,female
5f4147dc9dd513131eacee65,female
5f41487d9dd513131eacee74,female
5f4148959dd513131eacee75,female
5f4148b09dd513131eacee76,female
5f4148cd9dd513131eacee77,female
5f4148ed9dd513131eacee78,female
5f4149139dd513131eacee7a,female
5f4149299dd513131eacee7b,female
5f4149479dd513131eacee7c,female
5f41495e9dd513131eacee7d,female
5f4149779dd513131eacee7e,female
5f41499c9dd513131eacee80,female
5f414a0b9dd513131eacee83,female
5f414a289dd513131eacee84,female
5f414a419dd513131eacee85,female
5f414a679dd513131eacee87,female
5f414a7c9dd513131eacee88,female
5f414a9b9dd513131eacee89,female
5f414ac39dd513131eacee8a,female
5f414ae39dd513131eacee8b,female
5f414b109dd513131eacee8d,female
5f414b269dd513131eacee8e,female
5f414b409dd513131eacee8f,female
5f414b609dd513131eacee90,female
5f414b7a9dd513131eacee91,female
5f41cb619dd513131eacee93,female
5f41cb7b9dd513131eacee94,female
5f41cb9b9dd513131eacee95,female
5f41cbfb9dd513131eacee97,female
5f41cc219dd513131eacee98,female
5f41ccf79dd513131eacee9e,female
5f41cd159dd513131eacee9f,female
5f41cd379dd513131eaceea0,female
5f41cd589dd513131eaceea1,female
5f41cdaf9dd513131eaceea2,female
5f41ce859dd513131eaceeab,female
5f41ce9a9dd513131eaceeac,female
5f41cee29dd513131eaceead,female
5f41cf439dd513131eaceeaf,female
5f41cf799dd513131eaceeb0,female
5f41cfb19dd513131eaceeb2,female
5f41d0279dd513131eaceeb5,female
5f41d0509dd513131eaceeb6,female
5f41d07f9dd513131eaceeb7,female
5f41d0e79dd513131eaceebb,female
5f41d1259dd513131eaceebd,female
5f41d1429dd513131eaceebe,female
5f41d1809dd513131eaceebf,female
5f41d1a69dd513131eaceec1,female
5f41d1ce9dd513131eaceec2,female
5f41d2029dd513131eaceec3,female
5f41d2279dd513131eaceec4,female
5f41d2449dd513131eaceec5,female
5f41d2e19dd513131eaceecd,female
5f41d2f69dd513131eaceece,female
5f41d3169dd513131eaceecf,female
5f41d33f9dd513131eaceed0,female
5f41d3659dd513131eaceed1,female
5f41d38e9dd513131eaceed3,female
5f41d3a49dd513131eaceed4,female
5f41d4459dd513131eaceed8,female
5f41d4699dd513131eaceed9,female
5f41d4ce9dd513131eaceede,female
5f41d4e59dd513131eaceedf,female
5f41d58c9dd513131eaceee4,female
5f41d5f79dd513131eaceee8,female
5f41d61b9dd513131eaceee9,female
5f41d63e9dd513131eaceeea,female
5f41d6699dd513131eaceeeb,female
5f41d7229dd513131eaceef2,female
5f41d73e9dd513131eaceef3,female
5f41d7639dd513131eaceef4,female
5f41d7849dd513131eaceef5,female
5f41d7ab9dd513131eaceef6,female
5f41d7cc9dd513131eaceef8,female
5f41d7fe9dd513131eaceef9,female
5f41d8629dd513131eaceefc,female
5f41d8899dd513131eaceefd,female
5f41d8ea9dd513131eacef01,female
5f41d9159dd513131eacef02,female
5f41d9779dd513131eacef04,female
5f41d99e9dd513131eacef05,female
5f41d9c39dd513131eacef07,female
5f41d9e59dd513131eacef08,female
5f41da539dd513131eacef0b,female
5f41da779dd513131eacef0c,female
5f4259b69dd513131eaceff2,female
5f4259d29dd513131eaceff3,female
5f4259ec9dd513131eaceff4,female
5f425a0a9dd513131eaceff5,female
5f425a299dd513131eaceff6,female
5f425a499dd513131eaceff8,female
5f425a609dd513131eaceff9,female
5f425a7c9dd513131eaceffa,female
5f425a939dd513131eaceffb,female
5f425aae9dd513131eaceffc,female
5f425ad69dd513131eaceffe,female
5f425aef9dd513131eacefff,female
5f425b0e9dd513131eacf000,female
5f425b319dd513131eacf004,female
5f425b4d9dd513131eacf005,female
5f425b749dd513131eacf00b,female
5f425b8c9dd513131eacf00c,female
5f425baa9dd513131eacf00d,female
5f425bd09dd513131eacf00e,female
5f425bed9dd513131eacf00f,female
5f425c169dd513131eacf011,female
5f425c2d9dd513131eacf012,female
5f425c469dd513131eacf013,female
5f425c669dd513131eacf014,female
5f425c889dd513131eacf015,female
5f425cc09dd513131eacf01b,female
5f425cd79dd513131eacf01c,female
5f425cf69dd513131eacf01f,female
5f425d0c9dd513131eacf020,female
5f425d239dd513131eacf024,female
5f425d509dd513131eacf028,female
5f425d639dd513131eacf029,female
5f425d859dd513131eacf02a,female
5f425da29dd513131eacf02b,female
5f425dc79dd513131eacf02c,female
5f425df916bbac1317968f0f,female
5f425e4216bbac1317968f10,female
5f425e609dd513131eacf039,female
5f425e7e9dd513131eacf03a,female
5f425ea39dd513131eacf03e,female
5f425eba9dd513131eacf042,female
5f425ed79dd513131eacf043,female
5f425f4e9dd513131eacf04b,female
5f425f669dd513131eacf04c,female
5f425fc19dd513131eacf04f,female
5f4260cc9dd513131eacf05a,female
5f4260e29dd513131eacf05b,female
5f4261039dd513131eacf05e,female
5f4261379dd513131eacf062,female
5f42614c9dd513131eacf063,female
5f42616f9dd513131eacf067,female
5f4261859dd513131eacf068,female
5f42619c9dd513131eacf06b,female
5f4261b19dd513131eacf06c,female
5f4262089dd513131eacf074,female
5f4262259dd513131eacf077,female
5f4262449dd513131eacf07a,female
5f42625a9dd513131eacf07b,female
5f4262889dd513131eacf07c,female
5f4277579dd513131eacf139,female
5f4277729dd513131eacf13a,female
5f4277919dd513131eacf13b,female
5f4277c49dd513131eacf13c,female
5f4277e29dd513131eacf13d,female
5f4278099dd513131eacf13f,female
5f42782c9dd513131eacf143,female
5f42784c16bbac1317968f11,female
5f4278659dd513131eacf14a,female
5f42789a9dd513131eacf14f,female
5f4278e69dd513131eacf156,female
5f4278f716bbac1317968f12,female
5f4279169dd513131eacf15b,female
5f42793c9dd513131eacf15e,female
5f42796b9dd513131eacf166,female
5f4279b516bbac1317968f13,female
5f4279da9dd513131eacf173,female
5f4279fb9dd513131eacf178,female
5f427a189dd513131eacf17b,female
5f427a3716bbac1317968f14,female
5f427b139dd513131eacf191,female
5f427b3b9dd513131eacf192,female
5f427b689dd513131eacf193,female
5f427b8b9dd513131eacf194,female
5f427bad9dd513131eacf196,female
5f427bc79dd513131eacf197,female
5f427c0e9dd513131eacf199,female
5f427c299dd513131eacf19a,female
5f427c549dd513131eacf19c,female
5f427c689dd513131eacf19d,female
5f427c8d9dd513131eacf19e,female
5f427cb39dd513131eacf19f,female
5f427cce9dd513131eacf1a0,female
5f427d669dd513131eacf1b4,female
5f427d7a9dd513131eacf1b7,female
5f427d959dd513131eacf1b8,female
5f427db69dd513131eacf1bb,female
5f427ddb16bbac1317968f15,female
5f427f4e9dd513131eacf1d2,female
5f427f709dd513131eacf1d3,female
5f427fe49dd513131eacf1d8,female
5f427ffd9dd513131eacf1d9,female
5f4280349dd513131eacf1db,female
5f4280579dd513131eacf1dc,female
5f42808f9dd513131eacf1de,female
5f4280a39dd513131eacf1df,female
5f4280c69dd513131eacf1e0,female
5f4280e69dd513131eacf1e1,female
5f42810a9dd513131eacf1e2,female
5f4281499dd513131eacf1e5,female
5f4281639dd513131eacf1e6,female
5f4281859dd513131eacf1e7,female
5f4281db9dd513131eacf1e8,female
5f4281fe9dd513131eacf1e9,female
5f4282499dd513131eacf1ec,female
5f4282609dd513131eacf1ed,female
5f4283139dd513131eacf1f2,female
5f4283409dd513131eacf1f4,female
5f42839b9dd513131eacf1f7,female
5f4283e69dd513131eacf1f9,female
5f42840f9dd513131eacf1fa,female
5f3fe2969dd513131eace8b4,female
5f3fe2a99dd513131eace8b5,female
5f3fe2c59dd513131eace8b6,female
5f3fe30b9dd513131eace8c2,female
5f3fe3329dd513131eace8c7,female
5f3fe3429dd513131eace8c8,female
5f3fe3629dd513131eace8cb,female
5f3fe37a9dd513131eace8cd,female
5f3fe3a19dd513131eace8ce,female
5f3fe3c59dd513131eace8d3,female
5f3fe45c9dd513131eace8e1,female
5f3fe49f9dd513131eace8e8,female
5f3fe5189dd513131eace8f6,female
5f3fe5189dd513131eace8f7,female
5f3fe5359dd513131eace8f9,female
5f3fe5919dd513131eace904,female
5f3fe5bb9dd513131eace908,female
5f3fe5d79dd513131eace90c,female
5f3fe6049dd513131eace90f,female
5f3fe6269dd513131eace913,female
5f3fe6369dd513131eace915,female
5f3fe63a9dd513131eace916,female
5f3fe65e9dd513131eace919,female
5f3fe6759dd513131eace91b,female
5f3fe6799dd513131eace91c,female
5f3fe6989dd513131eace91e,female
5f3fe6ac9dd513131eace920,female
5f3fe6d39dd513131eace926,female
5f3fe6f19dd513131eace929,female
5f3fe7119dd513131eace92d,female
5f3fe72e9dd513131eace92e,female
5f3fe7709dd513131eace934,female
5f3fe7839dd513131eace936,female
5f3fe7b69dd513131eace939,female
5f3fe7d69dd513131eace93c,female
5f3fe8479dd513131eace944,female
5f3fe9249dd513131eace95e,female
5f3fe96b9dd513131eace96c,female
5f3fe98a9dd513131eace96f,female
5f3feaaf9dd513131eace99f,female
5f3feaf99dd513131eace9ab,female
5f3feb859dd513131eace9b9,female
5f3febdd9dd513131eace9be,female
5f3fed569dd513131eace9db,female
5f3fed6e9dd513131eace9de,female
5f3fede59dd513131eace9e9,female
5f3ff4f29dd513131eacea38,female
5f3ff52b9dd513131eacea3a,female
5f3ff5639dd513131eacea3c,female
5f3ff5809dd513131eacea3d,female
5f3ff60d9dd513131eacea43,female
5f3ff64c9dd513131eacea46,female
5f3ff65f9dd513131eacea47,female
5f3ff6809dd513131eacea48,female
5f3ff6b99dd513131eacea4a,female
5f3ff6db9dd513131eacea4c,female
5f3ff6f29dd513131eacea4d,female
5f3ff7119dd513131eacea4e,female
5f3ff74d9dd513131eacea50,female
5f3ff8169dd513131eacea53,female
5f4098ac9dd513131eaceb61,female
5f4098bf9dd513131eaceb62,female
5f4098d89dd513131eaceb63,female
5f40992d9dd513131eaceb67,female
5f409a129dd513131eaceb6d,female
5f409a3f9dd513131eaceb6f,female
