wav_id,성별
5ed10dbc2880d70f286121c3,female
5ecb60ef9aa8ea0eec53edb1,female
5f052858b140144dfcfef768,female
5f0e72c4b140144dfcff3fa5,female
5ed10ddd7e21a10eee2537ce,female
5f0e72e1b140144dfcff3fa6,female
5ed10e039aa8ea0eec53f0ee,female
5f01ce9510dbee4d2f789ad8,female
5f0e72fbb140144dfcff3fa7,female
5ed10e31c90a530ee56b5898,female
5ecb613b79bf120ed2b80ee4,female
5f07bffeb140144dfcff09a8,female
5f0e7342b140144dfcff3fa9,female
5f0fa5e6b140144dfcff4734,female
5f07c011b140144dfcff09aa,female
5f0e7377b140144dfcff3fac,female
5eff3d35704f492ee125534c,female
5f07c028b140144dfcff09ad,female
5f0e738eb140144dfcff3fad,female
5f0e73a6b140144dfcff3fae,female
5ed979dc7e21a10eee253e90,female
5f01cf40b140144dfcfecec6,female
5f07c069b140144dfcff09b3,female
5f0c79c3b140144dfcff2f76,female
5f0e73c3b140144dfcff3faf,female
5f07c099b140144dfcff09bc,female
5f0c79dab140144dfcff2f77,female
5f0e73f8b140144dfcff3fb1,female
5ef7f6a6497740547350bcd9,female
5ef74a52497740547350bb84,female
5efa05fc8bbcd61f551d2931,female
5f07c0acb140144dfcff09be,female
5f0864c7b140144dfcff12cb,female
5f0c79f3b140144dfcff2f78,female
5f0e74d0b140144dfcff3fbc,female
5ef95b8cbed0201b73513c67,female
5f07c0c95a7f574dce591edf,female
5f0864e3b140144dfcff12d1,female
5f0c7a0fb140144dfcff2f79,female
5f0e74e1b140144dfcff3fbd,female
5f07c0ebb140144dfcff09c6,female
5f0c7a2ab140144dfcff2f7a,female
5f0e74fdb140144dfcff3fbe,female
5ef95be4bed0201b73513c6b,female
5f07c1065a7f574dce591ee1,female
5f086510b140144dfcff12db,female
5f0e751ab140144dfcff3fbf,female
5f0475eeb140144dfcfef014,female
5f086532b140144dfcff12e0,female
5f0e752fb140144dfcff3fc0,female
5ed848c3c90a530ee56b5e78,female
5ecbaf902880d70f28611eaf,female
5ed97b191dcf350eeded50c1,female
5ecbb01f2880d70f28611eb2,female
5efd9104704f492ee1253bc9,female
5ecbb0339aa8ea0eec53edb4,female
5efd9135704f492ee1253bcb,female
5ed988321dcf350eeded50ca,female
5ecbb04a9aa8ea0eec53edb5,female
5efd9368704f492ee1253bd7,female
5efa07568bbcd61f551d2940,female
5f086654b140144dfcff1300,female
5ecfae3ec90a530ee56b57e2,female
5ef7f83a497740547350bcec,female
5f047677b140144dfcfef01e,female
5ecfae5ec90a530ee56b57e3,female
5f04768fb140144dfcfef01f,female
5ef7f8a7497740547350bcf1,female
5efe15b2704f492ee1253d86,female
5f0476d2b140144dfcfef021,female
5f0d9a7fb140144dfcff388e,female
5f04790bb140144dfcfef028,female
5f0d9a91b140144dfcff3890,female
5ef95e01bed0201b73513c84,female
5efcaa90704f492ee125387a,female
5f047933b140144dfcfef029,female
5f0d9aa7b140144dfcff3894,female
5ed3478cc90a530ee56b59b9,female
5f0e76d5b140144dfcff3fd9,female
5f0fb7bdb140144dfcff4868,female
5efe1642704f492ee1253d8d,female
5f0d9c02b140144dfcff38bc,female
5f0e76ef5a7f574dce591fab,female
5f0d9c13b140144dfcff38bf,female
5ed347d0c90a530ee56b59ba,female
5ef95e8fbed0201b73513c8b,female
5f0d9c45b140144dfcff38c5,female
5f0e7702b140144dfcff3fdc,female
5f0322e8b140144dfcfede8c,female
5f0d9c9b5a7f574dce591f8e,female
5f0d9cb6b140144dfcff38cc,female
5f0d9de75a7f574dce591f92,female
5efcad84704f492ee1253892,female
5f0d9dffb140144dfcff38eb,female
5ef95f41bed0201b73513c93,female
5efcad95704f492ee1253893,female
5f0d9e1a5a7f574dce591f93,female
5eceab4879bf120ed2b810a1,female
5f047c1fb140144dfcfef04a,female
5f0868b5b140144dfcff131c,female
5f0d9e4bb140144dfcff38f1,female
5f0fba54b140144dfcff48d3,female
5f10d4bab140144dfcff5242,female
5eceab6e2880d70f2861206f,female
5efcadfc704f492ee1253898,female
5f047c37b140144dfcfef04b,female
5f0868eeb140144dfcff131d,female
5f0d9e62b140144dfcff38f2,female
5f0fba6eb140144dfcff48d7,female
5ed133b31dcf350eeded4a10,female
5ef95fa7bed0201b73513c97,female
5f047c4eb140144dfcfef04c,female
5f086924b140144dfcff131f,female
5f0d9f51b140144dfcff3911,female
5f047c6db140144dfcfef04d,female
5f08693fb140144dfcff1320,female
5f0d9f62b140144dfcff3912,female
5f0e77d45a7f574dce591fac,female
5ef96017bed0201b73513c9c,female
5efe17aa704f492ee1253d9d,female
5f086970b140144dfcff1323,female
5f0d9f81b140144dfcff3915,female
5f0e77e7b140144dfcff3fed,female
5ed4b3ccc90a530ee56b5af5,female
5eceacad7e21a10eee253644,female
5f086985b140144dfcff1324,female
5f0bc9d2b140144dfcff2a8d,female
5f0d9f9fb140144dfcff3917,female
5ed4b3eb2880d70f2861241b,female
5ed348d279bf120ed2b8130c,female
5eceace52880d70f28612072,female
5efa0a258bbcd61f551d2964,female
5f0869bdb140144dfcff1326,female
5f0d9fd0b140144dfcff391d,female
5f0e7805b140144dfcff3ff1,female
5eceacf97e21a10eee253645,female
5f047cc7b140144dfcfef056,female
5f0869efb140144dfcff1328,female
5f0da0a7b140144dfcff393a,female
5f0e781db140144dfcff3ff3,female
5ed348f09aa8ea0eec53f205,female
5ecead5179bf120ed2b810a2,female
5eccadbc7e21a10eee2534b6,female
5f047ce1b140144dfcfef058,female
5f0da0bab140144dfcff393b,female
5f0e7837b140144dfcff3ff5,female
5f0fc6f5b140144dfcff49ac,female
5ed98eec2880d70f286128e2,female
5ed135597e21a10eee2537f8,female
5ecead7b79bf120ed2b810a3,female
5ef960fabed0201b73513ca5,female
5f0919abb140144dfcff184d,female
5f0bca03b140144dfcff2a94,female
5f0da0cab140144dfcff393c,female
5f0fc707b140144dfcff49ad,female
5ed98f057e21a10eee253eaa,female
5ed4d93879bf120ed2b8144c,female
5ed3490d9aa8ea0eec53f206,female
5f0919beb140144dfcff184e,female
5f0bca1bb140144dfcff2a95,female
5f0da0e2b140144dfcff393d,female
5f0fc722b140144dfcff49ae,female
5f0919dab140144dfcff184f,female
5f0da0f7b140144dfcff393e,female
5f0fc735b140144dfcff49af,female
5ed135ef79bf120ed2b81225,female
